"biblio_id","gmd_id","title","sor","edition","isbn_issn","publisher_id","publish_year","collation","series_title","call_number","language_id","source","publish_place_id","classification","notes","image","file_att","opac_hide","promoted","labels","frequency_id","spec_detail_info","content_type_id","media_type_id","carrier_type_id","input_date","last_update","uid"
39,1,YONATHAN: POTRET PRIA BIJAK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
40,1,MEMBENTUK ANAK LAKI MENJADI PRIA DEWASA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
41,1,MENGATASI KONFLIK DALAM RUMAH TANGGA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
42,1,MENJADI SAHABAT BUAT SUAMI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
43,1,HIDUP DENGAN PASANGAN TIDAK SEIMAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
44,1,Ajarlah kami berdoa,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
45,1,"77 Permainan Asyik",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
46,1,Apakah Kasih Sejati Itu ?,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
47,1,Yohanes : Lihatlah Rajamu !,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
48,1,Pelayanan musik,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
49,1,MENABUR PENGHARGAAN MENUAI CINTA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
50,1,ABIGAIL: POTRET WANITA BIJAK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
51,1,HIDUP DAMAI DENGAN SEKS,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
52,1,ABORSI: MASALAH ETIS-ROHANI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
53,1,SEKS PRANIKAH,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
54,1,ANCAMAN TERHADAP PASANGAN MUDA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
55,1,Mentoring Leaders,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
56,1,Winning with People,"","","",,"","","","",id,,,NONE,"",,,0,0,,0,"",,,,"2007-11-29 15:36:50","2026-07-23 13:01:13",
57,1,Kepemimpinan ilahi,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
58,1,"5 MENIT TEOLOGIA",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
59,1,DASAR IMAN KEPERCAYAAN KRISTEN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
60,1,ANDA BERTANYA?ALKITAB MENJAWAB,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
61,1,DOKTRIN TENTANG ALLAH,"","","",,"","","","13000251",id,,,NONE,"",,,0,0,,0,"",,,,"2007-11-29 15:36:50","2026-08-09 10:56:38",
62,1,PERGI DALAM KEPASTIAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
63,1,KOMUNIKASI KUNCI PERNIKAHAN BAHAGIA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
64,1,SKANDAL HATI NURANI KAUM INJILI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
65,1,COMMUNICATION @WORK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
66,1,MENDIDIK PUTRA ANDA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
67,1,HILANGNYA KEBIJAKAN KITA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
68,1,BERJALAN BERSAMA ALLAH,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
69,1,PEMULIHAN DARI DEPRESI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
70,1,PEMULIHAN DARI DISFUNGSI KELUARGA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
71,1,PEMULIHAN DARI KEPAHITAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
72,1,PEMULIHAN DARI KETAKUTAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
73,1,PEMULIHAN DARI KETERHILANGAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
74,1,Ngegosip di Persekutuan ? Yang Bener Aja !,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
75,1,From Venus To Mars And Back : Apa Artinya Menjadi Diri Anda,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
76,1,PEMULIHAN DARI KETERIKATAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
77,1,PEMULIHAN DARI RASA MALU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
78,1,PEMULIHAN DARI KECANDUAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
79,1,PEMULIHAN DARI RASA BERSALAH,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
80,1,PEMULIHAN CITRA YANG RUSAK TENTANG DIRI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
81,1,DI AMBANG PINTU PENGHARAPAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
82,1,Marriage Enrichment - Pembinaan Keluarga Kristen,"","","",,"","","","",id,,,NONE,"",,,0,0,,0,"",,,,"2007-11-29 15:36:50","2026-07-16 13:11:35",
83,1,Bagaimana Menyembuhkan Hati yang hancur,"","","",,"","","","",id,,,NONE,"",,,0,0,,0,"",,,,"2007-11-29 15:36:50","2026-07-16 13:40:26",
84,1,I KISSED DATING GOODBYE,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
85,1,TUHAN MENGAPA AKU HARUS KE CHINA?,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
86,1,MOLLY WANTS MORE!,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
87,1,WHAT IS FAITH?,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
88,1,PRICKLE SAYS I'M SORRY,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
89,1,AKU MENDIRIKAN JEMAATKU 4,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
90,1,AKU MENDIRIKAN JEMAATKU 7,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
91,1,AKU MENDIRIKAN JEMAATKU 8,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
92,1,AKU MENDIRIKAN JEMAATKU 9,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
93,1,Hati Yang Terbakar - Vol 5 Theologi Reformed Injili dan Pelayanan,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
94,1,Alkitab Manga,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
95,1,Tangan-Tangan Mungil Kehidupan Yesus,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
96,1,Cerita Alkitab dalam Gambar,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
97,1,Power Bible Comic 2 - Musa,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
98,1,Power Bible Comic 3 - Tanah Terjanji,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
99,1,Loving God,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
100,1,A Sacred Sorrow,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
101,1,Have a Great New Year,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
102,1,My Favourite Christmas ,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
103,1,Rasul Paulus 2,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
104,1,Berserulah kepada - KU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
105,1,Mengenal Alkitab,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
106,1,The World Book Encyclopedia D,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
107,1,The World Book Encyclopedia E,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
108,1,The World Book Encyclopedia F,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
109,1,The World Book Encyclopedia G,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
110,1,The World Book Encyclopedia H,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
111,1,The World Book Encyclopedia I,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
112,1,The World Book Encyclopedia JK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
113,1,The World Book Encyclopedia M,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
114,1,The World Book Encyclopedia N-O,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
115,1,The World Book Encyclopedia P,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
116,1,The World Book Encyclopedia Q-R,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
117,1,The World Book Encyclopedia S-Sn,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
118,1,The World Book Encyclopedia So-Sz,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
119,1,The World Book Encyclopedia T,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
120,1,The World Book Encyclopedia U-V,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
121,1,The World Book Encyclopedia W-Z,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
122,1,The World Book Encyclopedia Research Guide,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
123,1,The World Book Dictionary A-K,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
124,1,The World Book Dictionary L-Z,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
125,1,Perjanjian Baru Interlinear Yunani - Indonesia dan Konkordansi Perjanjian Baru (PBIK) 1,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
126,1,Perjanjian Baru Interlinear Yunani - Indonesia dan Konkordansi Perjanjian Baru (PBIK) 2,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
127,1,Expository Dictionary Of Bible Words,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
128,1,The Lion Bible for Children,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
129,1,Dokumen Konsili Vatikan II,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
130,1,AKU MENDIRIKAN JEMAATKU 12,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
131,1,MY 1ST BOOK JANJI-JANJI ALKITAB,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
132,1,Kitab yang Mengubah Dunia,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
133,1,MENGENAL YESUS KRISTUS,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
134,1,THE GLORY GARDEN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
135,1,THE FANTASTIC FISH,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
136,1,THE SUPER SECRET,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
137,1,THE AMAZING ARK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
138,1,THE GROUCHY GIANT,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
139,1,JALAN SERTA YESUS JILID 2,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
140,1,BABY JESUS IS BORN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
141,1,THE LORD'S PRAYER & TEN COMMANDMENTS,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
142,1,ARE ANGELS REAL?,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
143,1,KIDUNG ANAK-ANAK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
144,1,THE TWO BUILDERS,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
145,1,THE FATHER WHO WAITED,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
146,1,THE FRIENDLY STRANGER,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
147,1,ALL ABOUT TIME,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
148,1,Pemimpin Baru,"","","",,"","","","",id,,,NONE,"",,,0,0,,0,"",,,,"2007-11-29 15:36:50","2026-07-23 13:18:08",
149,1,MENJADI PEMIMPIN BERKARAKTER ILAHI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
150,1,MENEMBUS PUNCAK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
151,1,"10 pertanyaan yang ditakuti Pendeta",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
152,1,MENJAWAB PERTANYAAN-PERTANYAAN KOMTEMPORER,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
153,1,EKSEGESIS PERJANJIAN BARU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
154,1,PELAYANAN PASTORAL BERSAMA ANAK2 DLAM KRISIS,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
155,1,STUDI TENTANG SEJARAH GEREJA TARIKH MASEHI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
156,1,STUDI TENTANG JATIDIRI SEORANG KRISTEN SATU YANG UNIK,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
157,1,STUDI TENTANG KITAB MAZMUR JUJUR KEPADA ALLAH,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
158,1,STUDI TENTANG KERAJAAN ALLAH SANG RAJA & AKU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
159,1,PEDOMAN PEMBIMBING STUDI TENTANG PERJANJIAN IKATAN KELUARGA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
160,1,BUKU KEGIATAN ROHANI ANAK TK B YESUS ADALAH TUHANKU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
161,1,PEDOMAN GURU YESUS ADALAH TUHANKU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
162,1,AMSAL SALOMO SERI DIKTAT,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
163,1,PEDOMAN PEMBIMBING STUDI TENTANG KERAJAAN ALLAH SANG RAJA & AKU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
164,1,BUKU PEDOMAN PEMBIMBING PELAJARAN ETIKA BAGI REMAJA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
165,1,BUKU KEGIATAN ROHANI ANAK TK A YESUS ADALAH TUHANKU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
166,1,BUKU KEGIATAN ROHANI ANAK KELOMPOK BERMAIN YESUS ADALAH TUHANKU,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
167,1,Kutahu yang KUPERCAYA,"","","",,"","","","",id,,,NONE,"",,,0,0,,0,"",,,,"2007-11-29 15:36:50","2026-07-25 16:07:08",
168,1,FROM MAFIA BOSS TO THE CROSS,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
169,1,KRONOLOGI KISAH YESUSUMENURUT 4 INJIL,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
170,1,KUDENGAR SUARA-MU BAPA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
171,1,AGAMA KRISTEN DI ASIA JILID 1,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
172,1,YESUS BAGI ORANG NON RELIGIUS,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
173,1,NASKAH LAUT MATI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
174,1,KESALAHAN PENYALINAN DALAM KITAB SUCI PERJANJIAN BARU],,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
175,1,APA YANG TELAH MEREKA LAKUKAN PADA YESUS?,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
176,1,TAFSIRAN INJIL YOHANES PASAL 6-12,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
177,1,TAFSIRAN INJIL YOHANES PASAL 13-21,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
178,1,"7 GAYA HIDUP KRISTEN SEJATI",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
179,1,"TRAGEDI KEMANUSIAAN KEJATUHAN, PERADABAN JAHAT, & PENDERITAAN MANUSIA",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
180,1,MENIKMATI HARI BAIK SETIAP HARI,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
181,1,THE VOLUNTEER REVOLUTION,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
182,1,KETIDAKPUASAN HATI TUHAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
183,1,TITIK NOL SAAT SEORANG PENDETA TAK DI MIMBAR,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
184,1,MENJADI GARAM DAN TERANG BAGI KALANGAN TERDEKAT,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
185,1,"21 ALASAN MENGAPA HAL BURUK DIALAMI ORANG PERCAYA",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
186,1,ONE MONTH TO LIVE,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
187,1,"9 PENCOBAAN YANG DAPAT MENGHANCURKAN KEHIDUPAN ANDA",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
188,1,MENGENAL HATI TUHAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
189,1,PEMBUNUH IMAN,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
190,1,HIDUP BUKAN HANYA SEKEDAR HIDUP,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
191,1,"JERUSALEM KESUCIAN, KONFLIK, DAN PENGADILAN AKHIR",,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
192,1,DIALOG ANTARUMAT BERAGAMA,,,,,,,,,id,,,,,,,0,0,,0,,,,,"2007-11-29 15:36:50","2007-11-29 16:26:59",
